Gaetano LoGiudice,"{'The Sopranos': 'Bada Bing Patron', 'Goodfellas': ""Henry's 70's Crew""}"
Joe Mancini,{'The Sopranos': 'Bada Bing Crew'}
Paula Rittie,{'The Sopranos': 'AA member'}
David Chase,{'The Sopranos': 'Airline Passenger'}
Josh Mowery,{'The Sopranos': 'FBI Agent'}
Angela Frye,{'The Sopranos': 'Crackhead'}
Stewart Summers,{'The Sopranos': 'Attorney'}
Krystal Browning,{'The Sopranos': 'Upper-class Restaurant Patron'}
Craig Zucchero,"{'The Sopranos': ""Uncle Junior's Bodyguard""}"
John Landolfi,{'The Sopranos': 'Bar Patron'}
Antonio Saillant,{'The Sopranos': 'Bodyguard'}
Frank Delano,{'The Sopranos': 'Bada Bing Wise Guy'}
Ty Copeman,{'The Sopranos': 'FBI Agent'}
David Von Roehm,{'The Sopranos': 'Cousin at BBQ'}
Bill Chemerka,{'The Sopranos': 'Construction Worker'}
James Denapoli,{'The Sopranos': 'Gangster'}
Stefanie Barbato,{'The Sopranos': 'Woman'}
Jaclynn Tiffany Brown,{'The Sopranos': 'Party Girl'}
Keith Leonard,{'The Sopranos': 'Bar Patron'}
Larry Russo,{'The Sopranos': 'Family Friend'}
Jim Ford,{'The Sopranos': 'Cashier'}
Tommy Bayiokos,{'The Sopranos': 'Cafeteria Orderly'}
Gina Hernandez,{'The Sopranos': 'Bacarat Player'}
Kenny Shapiro,{'The Sopranos': 'Precision Driver'}
Basil Kershner,{'The Sopranos': 'Construction Worker'}
Morgan Saylor,{'The Sopranos': 'Young Meadow'}
Wendy Hammers,{'The Sopranos': 'Fake Carmella'}
Andrea Bertola Shaw,{'The Sopranos': 'Cocktail Waitress'}
Rick Collum,"{'The Sopranos': ""Satriale's Cashier""}"
Keith Middlebrook,"{'The Sopranos': ""Tony's Friend""}"
Joe Remy Dolinsky,{'The Sopranos': 'Mental Patient'}
Enrique Novello,{'The Sopranos': 'Prisoner'}
Michael Masucci,{'The Sopranos': 'Bar patron'}
Richard DeDomenico,{'The Sopranos': 'Waiter John'}
Tim Realbuto,{'The Sopranos': 'Jimmy'}
Anthony Robles,{'The Sopranos': 'Young Tony Soprano'}
Dar Billingham,{'The Sopranos': 'Lifeguard'}
Robin Fusco,"{'The Sopranos': ""AJ's Date""}"
Rick Collins,{'The Sopranos': 'N.J. Trooper'}
Sean Fredricks,{'The Sopranos': 'Kid'}
Vito Picone,"{'The Sopranos': 'Vito', 'Goodfellas': 'Vito'}"
Kerry Donelli,{'The Sopranos': 'Field Reporter'}
Jenni Graham,{'The Sopranos': 'Bowdoin Student'}
Carlos Valencia,{'The Sopranos': 'College Athlete'}
Shashi Balooja,{'The Sopranos': 'Self'}
Brett Glazer,{'The Sopranos': 'Student'}
Anna Damergis,{'The Sopranos': 'Bridesmaid'}
Lynda Lenet,"{'The Sopranos': ""Christopher's Mother""}"
Heather Whittington,{'The Sopranos': 'Biker chick'}
James M. Palombo,{'The Sopranos': 'Restaurant Patron'}
Charlie Schlatter,{'The Sopranos': 'Dr. Jesse Travis'}
John Doman,{'The Sopranos': 'District Attorney'}
Denise Burse,{'The Sopranos': 'Nurse #2'}
Andrew Elvis Miller,{'The Sopranos': 'Drug Addict'}
Martin Pfefferkorn,{'The Sopranos': 'Prisoner'}
Ron Van Clief,{'The Sopranos': 'Protester #5'}
Leslie Denniston,{'The Sopranos': 'Nurse #2'}
Derrick Simmons,{'The Sopranos': 'Protester #2'}
Todo Segalla,{'The Sopranos': 'Construction Worker'}
Daria Rumi,{'The Sopranos': 'Angelina'}
Julia Carothers Hughes,{'The Sopranos': 'Girl in Country Club'}
Todd Carroll,{'The Sopranos': 'Acting Student'}
Americo Presciutti,{'The Sopranos': 'Waiter'}
Craig Mitchell,{'The Sopranos': 'Construction Worker'}
Paul Bucossi,{'The Sopranos': 'Wiseguy #4'}
Vinny De Vingo,{'The Sopranos': 'Badda Bing Patron'}
Michael Criscuolo,{'The Sopranos': 'Frat Boy'}
Don Picard,{'The Sopranos': 'Wiseguy #1'}
Herb Kerr,{'The Sopranos': 'Protester #6'}
Vic Bucossi,{'The Sopranos': 'Wiseguy #5'}
Lady Gaga,{'The Sopranos': 'Girl at Swimming Pool #2'}
Joe Mantegna,{'The Sopranos': 'Mercedes ad voiceover'}
Sian Heder,{'The Sopranos': 'Young Waitress'}
David Ojalvo,{'The Sopranos': 'Vesuvio Patron'}
Lori Pizzo,{'The Sopranos': 'Cocktail Waitress'}
Charlie Kevin,{'The Sopranos': 'Russian Thug'}
Pete Macnamara,{'The Sopranos': 'Restaurant Patron'}
Carson Grant,{'The Sopranos': 'Mr. Pacifico'}
Paul Cicero,{'The Sopranos': 'Card Player #1'}
Charlie Sara,{'The Sopranos': 'Bar Patron'}
Barry Shurchin,{'The Sopranos': 'Man'}
James Feuer,{'The Sopranos': 'Vince'}
Patrick Riviere,{'The Sopranos': 'NJ Police Officer'}
David Madison,{'The Sopranos': 'Pallbearer'}
Randi Newton,{'The Sopranos': 'Donna'}
Jack Lotz,{'The Sopranos': 'Card Player #2'}
Shireen Kadivar,{'The Sopranos': 'Middle Eastern Woman at Hospital'}
Tony Rhune,{'The Sopranos': 'Cook'}
Nick Chinlund,{'The Sopranos': 'Chief Doug Smith'}
Deirdre Lorenz,"{'The Sopranos': ""Tony's Date""}"
Ethan S. Smith,{'The Sopranos': 'Fountain Blue Bus Boy'}
Kaye Kittrell,{'The Sopranos': 'Sick Woman'}
Elizabeth Wood,{'The Sopranos': 'Lunch Woman'}
Ayelet Argaman,{'The Sopranos': 'Spa Guest'}
Gráinne de Buitléar,{'The Sopranos': 'Icelandic Air Stewardess'}
Patrick Ezerzer,{'The Sopranos': 'Miami Mobster'}
Jon Lonoff,{'The Sopranos': 'Union Enforcer'}
Kathleen Wilce,{'The Sopranos': 'Mom with Stroller'}
Philip Ng,{'The Sopranos': 'American Indian Protester'}
James Hoff,{'The Sopranos': 'Courtroom artist'}
Benjamin Clapp,{'The Sopranos': 'Crazy Horse Patron'}
Donna Castellano,{'The Sopranos': 'Cousin Mary'}
Frank Cristantiello,{'The Sopranos': 'Band Member'}
Richard Zhuravenko,"{'The Sopranos': ""Principal's Son""}"
Anthony Robbins,{'The Sopranos': 'Self'}
Michalina Scorzelli,{'The Sopranos': 'Family Friend'}
Lucian Buscemi,{'The Sopranos': 'Boy in restaurant'}
Justiin A. Davis,{'The Sopranos': 'Church Kid'}
Bruce Roberts,{'The Sopranos': 'Blackjack Dealer'}
Richard Lounello,{'The Sopranos': 'Best Man'}
Michael Buonomo,{'The Sopranos': 'Partygoer'}
Jeffrey Todd,{'The Sopranos': 'Partygoer'}
Lauren Adler,{'The Sopranos': 'Bridesmaid'}
Mike Caravella,{'The Sopranos': 'Italian Ice Man'}
Maureena Galindo,{'The Sopranos': 'Bartender'}
Alicia Regan,{'The Sopranos': 'Cousin'}
Beth Laufer,{'The Sopranos': 'Mrs. Millio'}
Stephen Humby,{'The Sopranos': 'Plaza Guest'}
Scott Addison Clay,{'The Sopranos': 'Crazy Horse Patron'}
Pat Chambers,{'The Sopranos': 'Woman in Car Window'}
Joe Huu,{'The Sopranos': 'Extra'}
Kevin Rivera,{'The Sopranos': 'Marcus'}
Stéphanye Dussud,{'The Sopranos': 'Benetton Shopper'}
Alex Revan,{'The Sopranos': 'FBI Agent #3'}
Peter Cavnoudias,{'The Sopranos': 'Bing Customer'}
Kai Wong,{'The Sopranos': 'Partygoer'}
Linda Rivera Bradt,{'The Sopranos': 'Girl in Gray Sweatsuit'}
Silverio Avellino,{'The Sopranos': 'Paul Vitro'}
Michael Christaldi,{'The Sopranos': 'Gangster in Bar'}
Roseanne D'Emidio,"{'The Sopranos': ""Paulie's Champagne Guest""}"
Jennifer Rapp,"{'The Sopranos': ""Meadow's Friend""}"
Greg Manning,{'The Sopranos': 'Chris'}
Stacey Raymond,{'The Sopranos': 'Wedding Guest'}
Brendan Burke,{'The Sopranos': 'Construction Worker'}
Kent Moran,{'The Sopranos': 'Party Goer'}
Brian Donahue,{'The Sopranos': 'Angry Roofer'}
Andrew Kaempfer,{'The Sopranos': 'Golf Caddy'}
Jack Dimich,{'The Sopranos': 'FBI Agent'}
Jonah Falcon,{'The Sopranos': 'Dave'}
Olja Hrustic,{'The Sopranos': 'Russian Girlfriend'}
Matthew R. Staley,{'The Sopranos': 'Jabberer'}
Dionne Audain,{'The Sopranos': 'Nurse'}
Barry Sigismondi,{'The Sopranos': 'Dr. Cipolla'}
Rosemary Howard,{'The Sopranos': 'Fair Patron'}
Danny Nero,{'The Sopranos': 'Hotel Guest'}
Keith Moyer,{'The Sopranos': 'Hospital Patient'}
Christopher Place,{'The Sopranos': 'Thug #2'}
Casey James,{'The Sopranos': 'Limo Driver'}
Cristina Duarte,{'The Sopranos': 'Waitress'}
David Shumbris,{'The Sopranos': 'Eli Kaplan'}
Eli Harris,{'The Sopranos': 'Camera man'}
Shevy Gutierrez,{'The Sopranos': 'Waiter'}
Kevin Anton,{'The Sopranos': 'Best Man'}
Andrew Ginsburg,{'The Sopranos': 'Wedding Guest'}
Turi Haim,{'The Sopranos': 'Customer'}
Dana Power,{'The Sopranos': 'Russian Girlfriend'}
Adrienne Gelo,{'The Sopranos': 'Bada Bing Cocktail Waitress'}
Tamara Knausz,{'The Sopranos': 'Cocktail waitress at club'}
Arick Salmea,{'The Sopranos': 'Limo Driver'}
Lauren Lomma,{'The Sopranos': 'Wedding Guest'}
Lloyd Booker,{'The Sopranos': 'Resturant Patron'}
Samantha Zweben,{'The Sopranos': 'Hospital Visitor'}
Gerrold Vincent,{'The Sopranos': 'Club Dancer'}
Simone Butler,{'The Sopranos': 'Wedding Planner'}
Ernest Heinz,{'The Sopranos': 'Thief'}
Jennifer Layne Park,{'The Sopranos': 'Waitress'}
Francesco D'Onofrio,{'The Sopranos': 'Ring Bearer'}
Isaac Schinazi,{'The Sopranos': 'Wedding Guest'}
Luke Rosen,{'The Sopranos': 'Jeff'}
Edgar Ribon,{'The Sopranos': 'Carnival Patron'}
Mark Langston,{'The Sopranos': 'Wedding Guest'}
Michael E. Bell,{'The Sopranos': 'Shopper'}
Kevin Paul,{'The Sopranos': 'Waiter'}
Chrismandu,{'The Sopranos': 'Mental Patient'}
Nicole Jesson,"{'The Sopranos': ""Irish Woman at St. Elzear's Fair""}"
Russell Gibson,{'The Sopranos': 'Funeral Director'}
Luis Dalmasy Jr.,{'The Sopranos': 'Orderly'}
Dono Cunningham,{'The Sopranos': 'Doctor'}
Vincent Riviezzo,{'The Sopranos': 'Self'}
Loukas Papas,{'The Sopranos': 'Carlos The Maitre D'}
Brian Murray,{'The Sopranos': 'Alter Boy'}
Dennis Albanese,{'The Sopranos': 'Priest'}
Danny Hayden,{'The Sopranos': 'Barfly'}
David C. Roehm Sr.,{'The Sopranos': 'Hospital Patient'}
Karen Collazzo,{'The Sopranos': 'St. Elzear Festival Participant'}
Keith P. Scott,{'The Sopranos': 'Waiter'}
Schuster Vance,{'The Sopranos': 'Bickering husband at grocery store'}
Robert Feeley,{'The Sopranos': 'Rehab Patient'}
Katherine Hoskins Mackey,{'The Sopranos': 'Surgeon'}
Jeff Nathan,{'The Sopranos': 'Flag Holder'}
R.J. Romano,{'The Sopranos': 'Club Goer'}
Emiko Koizumi,{'The Sopranos': 'Hospital Visitor'}
Tony Galtieri,{'The Sopranos': 'Construction Worker'}
David Benaroya,{'The Sopranos': 'Fat Jew'}
Aristedes Philip DuVal,{'The Sopranos': 'Mental Patient'}
Christopher Del Gaudio,{'The Sopranos': 'Wedding Guest'}
Mike Di Stasio,{'The Sopranos': 'St. Elzear Festival Participant'}
Sue Sadik,{'The Sopranos': 'Fair Attendee'}
Nancy Otero,{'The Sopranos': 'Restaurant Patron'}
Chris T. Margaritis,"{'The Sopranos': ""A.J.'s Bodyguard""}"
Brother Eden Douglas,{'The Sopranos': 'Fedora Jazz Musician'}
Liz Ross,{'The Sopranos': 'Nurse'}
Erika Maconi,{'The Sopranos': 'Wedding guest'}
Joey Cocozza,"{'The Sopranos': ""Satriale's Store Clerk""}"
Ted Lewinski,{'The Sopranos': 'Bada Bing Customer'}
Jeremy J. Sullivan,{'The Sopranos': 'Fruit Basket Deliveryman'}
Patrick Blumer,{'The Sopranos': 'Home Buyer'}
Thomas A. McMahon,{'The Sopranos': 'Wise Guy Wedding Guest'}
Tim Lamendola,{'The Sopranos': 'Calzone Booth Operator'}
James Matarazzo Jr.,{'The Sopranos': 'Bar Patron'}
Megan O'Leary,{'The Sopranos': 'Diner'}
Randy Blair,"{'The Sopranos': ""Nurse's Aide""}"
Norman Schleiffer,{'The Sopranos': 'Wedding Guest'}
Jennifer Hall,{'The Sopranos': 'Girl in Hospital with AJ'}
David An,{'The Sopranos': 'Cafe Manager'}
Kevin Scott Allen,{'The Sopranos': 'Dr. Baudoin'}
Alexander Blaise,{'The Sopranos': 'French chef'}
Elissa Kapneck,{'The Sopranos': 'Bikini Model'}
Nicholas Simmons,{'The Sopranos': 'Lounging Beachgoer'}
Dani Marco,{'The Sopranos': 'Bada Bing Waitress'}
Elli,{'The Sopranos': 'Muslim Cleric'}
Uziman,{'The Sopranos': 'Gas Station Attendant'}
Jack Hammel,{'The Sopranos': 'Wiseguy'}
Steven Weisz,{'The Sopranos': 'Party Guest'}
David Boston,"{'The Sopranos': ""Phil Leotardo's Crew Member""}"
Jay Eftimoski,{'The Sopranos': 'Student'}
Janet Miranda,{'The Sopranos': 'Freind of family at screening'}
Rob Marrocco,{'The Sopranos': 'High Roller'}
Robert Ventura,"{'The Sopranos': ""Esteban's Crew""}"
Alyxx Morgen,{'The Sopranos': 'Attending Nurse for AJ'}
Bob Pepper,{'The Sopranos': 'Craps Player'}
Jeff Grossman,{'The Sopranos': 'Miami Wiseguy'}
Ashley Monique Menard,{'The Sopranos': 'Movie Patron'}
Peter Riga,{'The Sopranos': 'Diner Patron'}
Chiko Mendez,{'The Sopranos': 'Mental Patient'}
Tim Niverth,{'The Sopranos': 'Kid in Hall'}
Michael DeArmey,{'The Sopranos': 'Body Guard'}
Jennifer Kirabo,"{'The Sopranos': ""Victor Mineo's Girl""}"
Linda Weaver,{'The Sopranos': 'High Roller'}
Joey Giambattista,{'The Sopranos': 'Shooter'}
Jonah Triebwasser,{'The Sopranos': 'Italian Tourist'}
Chris Palermo,{'The Sopranos': 'Casino Guest'}
Ed McKeever,{'The Sopranos': 'High Roller'}
Erik Ramos,{'The Sopranos': 'Desk Clerk'}
Mark Sposato,{'The Sopranos': 'Partygoer'}
Vincenzo Caiola,{'The Sopranos': 'Tourist'}
Ramy Shedid,{'The Sopranos': 'Muslim'}
Robert De Niro,{'Goodfellas': 'James Conway'}
Ray Liotta,{'Goodfellas': 'Henry Hill'}
Joe Pesci,{'Goodfellas': 'Tommy DeVito'}
Paul Sorvino,{'Goodfellas': 'Paul Cicero'}
Frank Sivero,{'Goodfellas': 'Frankie Carbone'}
Mike Starr,{'Goodfellas': 'Frenchy'}
Frank DiLeo,{'Goodfellas': 'Tuddy Cicero'}
Henny Youngman,{'Goodfellas': 'Henny Youngman'}
Gina Mastrogiacomo,{'Goodfellas': 'Janice Rossi'}
Catherine Scorsese,"{'Goodfellas': ""Tommy's Mother""}"
Charles Scorsese,{'Goodfellas': 'Vinnie'}
Debi Mazar,{'Goodfellas': 'Sandy'}
Margo Winkler,{'Goodfellas': 'Belle Kessler'}
Welker White,{'Goodfellas': 'Lois Byrd'}
Jerry Vale,{'Goodfellas': 'Jerry Vale'}
Julie Garfield,{'Goodfellas': 'Mickey Conway'}
Christopher Serrone,{'Goodfellas': 'Young Henry'}
Elaine Kagan,"{'Goodfellas': ""Henry's Mother""}"
Beau Starr,"{'Goodfellas': ""Henry's Father""}"
Kevin Corrigan,{'Goodfellas': 'Michael Hill'}
Robbie Vinton,{'Goodfellas': 'Bobby Vinton'}
Johnny Williams,{'Goodfellas': 'Johnny Roastbeef'}
Tony Conforti,{'Goodfellas': 'Tony'}
Ronald Maccone,{'Goodfellas': 'Ronnie'}
Joseph D'Onofrio,{'Goodfellas': 'Young Tommy'}
Steve Forleo,{'Goodfellas': 'City Detective #1'}
Richard Dioguardi,{'Goodfellas': 'City Detective #2'}
John Manca,{'Goodfellas': 'Nickey Eyes'}
Joseph Bono,{'Goodfellas': 'Mikey Franzese'}
Katherine Wallach,{'Goodfellas': 'Diane'}
Mark Jacobs,{'Goodfellas': 'Bruce'}
Marie Michaels,{'Goodfellas': 'Mrs. Carbone'}
LoNardo,"{'Goodfellas': ""Frenchy's Wife""}"
Melissa Prophet,{'Goodfellas': 'Angie'}
Illeana Douglas,{'Goodfellas': 'Rosie'}
Elizabeth Whitcraft,"{'Goodfellas': ""Tommy's Girlfriend at Copa""}"
Clem Caserta,{'Goodfellas': 'Joe Buddha'}
Samuel L. Jackson,{'Goodfellas': 'Stacks Edwards'}
Fran McGee,"{'Goodfellas': ""Johnny Roastbeef's Wife""}"
Edward McDonald,{'Goodfellas': 'Edward McDonald'}
Edward Hayes,{'Goodfellas': 'Defense Attorney'}
Daniela Barbosa,"{'Goodfellas': ""Young Henry's Sister #1""}"
Gina Mattia,"{'Goodfellas': ""Young Henry's Sister #2""}"
Joel Calendrillo,"{'Goodfellas': ""Young Henry's Older Brother""}"
Anthony Valentin,{'Goodfellas': 'Young Michael'}
Edward D. Murphy,{'Goodfellas': 'Liquor Cop #1'}
Michael Citriniti,{'Goodfellas': 'Liquor Cop #2'}
Peter Hock,{'Goodfellas': 'Mailman'}
Erasmus C. Alfano,{'Goodfellas': 'Barbeque Wiseguy'}
John Di Benedetto,{'Goodfellas': 'Bleeding Man'}
Manny Alfaro,{'Goodfellas': 'Gambling Doorman'}
Thomas Lowry,{'Goodfellas': 'Hijacked Driver'}
Margaret Smith,{'Goodfellas': 'School Guard'}
Richard Mullally,{'Goodfellas': 'Cop #1'}
Paul McIsaac,{'Goodfellas': 'Judge - 1956'}
Bob Golub,{'Goodfellas': 'Truck Driver at Diner'}
Louis Eppolito,{'Goodfellas': 'Fat Andy'}
Mikey Black,{'Goodfellas': 'Freddy No Nose'}
Peter Cicale,{'Goodfellas': 'Pete The Killer'}
Anthony Powers,{'Goodfellas': 'Jimmy Two Times'}
Mike Contessa,"{'Goodfellas': ""Cicero's 60's Crew""}"
Philip Suriano,"{'Goodfellas': ""Cicero's 60's crew""}"
Paul Mougey,{'Goodfellas': 'Terrorized Waiter'}
Norman Barbera,{'Goodfellas': 'Bouncer'}
Anthony Polemeni,{'Goodfellas': 'Copa Captain'}
James Quattrochi,{'Goodfellas': 'Henry Greeter #1'}
Lawrence Sacco,{'Goodfellas': 'Henry Greeter #2'}
Dino Laudicina,{'Goodfellas': 'Henry Greeter #3'}
Thomas E. Camuti,{'Goodfellas': 'Mr. Tony Hood #1'}
Andrew Scudiero,{'Goodfellas': 'Mr. Tony Hood #2'}
Irving Welzer,{'Goodfellas': 'Copa Announcer'}
Jesse Kirtzman,{'Goodfellas': 'Beach Club Waiter'}
Russell Halley,"{'Goodfellas': ""Bruce's Brother #1""}"
Spencer Bradley,"{'Goodfellas': ""Bruce's Brother #2""}"
Bob Altman,"{'Goodfellas': ""Karen's Dad""}"
Joanna Bennett,{'Goodfellas': 'Marie #1'}
Gayle Lewis,{'Goodfellas': 'Marie #2'}
Gaetano Lisi,{'Goodfellas': 'Paul #3'}
Luke Walter,{'Goodfellas': 'Truck Driver'}
Ed Deacy,{'Goodfellas': 'Detective Deacy'}
Larry Silvestri,{'Goodfellas': 'Detective Silvestri'}
Janis Corsair,"{'Goodfellas': ""Vito's Girlfriend""}"
Frank Aquilino,"{'Goodfellas': ""Batts' Crew #2""}"
Lisa D'Apolito,{'Goodfellas': 'Lisa'}
Michael Calandrino,{'Goodfellas': 'Godfather at Table'}
Vito Balsamo,"{'Goodfellas': ""Henry's 70's Crew""}"
Peter Fain,"{'Goodfellas': ""Henry's 70's Crew""}"
Vincent Gallo,"{'Goodfellas': ""Henry's 70's Crew""}"
Stella Keitel,"{'Goodfellas': ""Henry's Older Child - Judy""}"
Dominique DeVito,"{'Goodfellas': ""Henry's Baby - Ruth""}"
Michaelangelo Graziano,{'Goodfellas': 'Bar Patron'}
Paula Kcira,"{'Goodfellas': ""Janice's Girlfriend #1""}"
Nadine Kay,"{'Goodfellas': ""Janice's Girlfriend #2""}"
Tony Ellis,{'Goodfellas': 'Bridal Shop Owner'}
Peter Onorati,{'Goodfellas': 'Florida Bookie'}
Jamie De Roy,"{'Goodfellas': ""Bookie's Sister""}"
Joel Blake,{'Goodfellas': 'Judge - 1971'}
H. Clay Dear,{'Goodfellas': 'Security Guard with Lobsters'}
Thomas Hewson,{'Goodfellas': 'Drug Buyer'}
Margaux Guerard,{'Goodfellas': 'Judy Hill at 10 Years'}
Violet Gaynor,{'Goodfellas': 'Ruth Hill at 8 Years'}
Berlinda Tolbert,"{'Goodfellas': ""Stacks' Girlfriend""}"
Adam Wandt,{'Goodfellas': 'Kid'}
Joe Gioco,{'Goodfellas': 'Garbage Man'}
Isiah Whitlock Jr.,{'Goodfellas': 'Doctor'}
Alyson Jones,{'Goodfellas': 'Judy Hill at 13 Years'}
Ruby Gaynor,{'Goodfellas': 'Ruth Hill at 11 Years'}
Bo Dietl,{'Goodfellas': 'Arresting Narc'}
Steve Baker,{'Goodfellas': 'Waiter'}
Lisa Bostnar,"{'Goodfellas': ""Nicky Eyes' Girlfriend""}"
Linda Carola,"{'Goodfellas': ""Gangster's Girlfriend""}"
Frank Cassini,{'Goodfellas': 'Young Wiseguy'}
Joe Chiaramonte,{'Goodfellas': 'Lawyer'}
Doug Ferony,{'Goodfellas': 'Anthony'}
Frank Ferruccio,{'Goodfellas': 'Detective'}
George Gerard,{'Goodfellas': 'Contruction Worker'}
Matthew T. Gitkin,{'Goodfellas': 'Warehouse Worker'}
Richard Goteri,"{'Goodfellas': ""Cicero's '60s Crew""}"
Debbee Hinchcliffe,"{'Goodfellas': ""Jimmy's Date""}"
Al Jolson,{'Goodfellas': 'Jakie Rabinowitz'}
Diane Kimbrell,{'Goodfellas': 'Commuter'}
Anibal O. Lleras,{'Goodfellas': 'Fellas Chauffer'}
Joseph Oliveira,{'Goodfellas': 'Marciano'}
Charles Pendelton,{'Goodfellas': 'Resturante Mob Onlooker'}
Louis Perez,{'Goodfellas': 'Frankie'}
Jeffrey Rollins,{'Goodfellas': 'Courtroom Defendant'}
Robert Sedona,{'Goodfellas': 'Restaurant Customer'}
Jill Senter,{'Goodfellas': 'Woman in Bar'}
Barry Squitieri,{'Goodfellas': 'Wiseguy'}
Drew Stanley,{'Goodfellas': 'Wedding Photographer'}
Frank Stellato,{'Goodfellas': '1956 Court Stenographer'}
Billy L. Sullivan,"{'Goodfellas': ""Jimmy's Son""}"
Nick Vallelonga,{'Goodfellas': 'Prison Inmate Sitting Behind Henry'}
